Geneid	HSC_20d_IL1_3	HSC_20d_IL1_4	HSC_20d_ctrl_3	HSC_20d_ctrl_4	HSC_20d_ctrl_1_E061316	HSC_20d_ctrl_2_E061316	HSC_20d_IL1_1_E061316	HSC_20d_IL1_2_E061316
Gm35262	0	0	0	0	0	0	0	0
Gm35265	0	0	0	0	0	0	0	0
Gm35266	9	15	0	2	4	0	14	5
Gm35267	0	0	0	0	0	0	0	0
Gm35268	0	0	0	0	0	0	0	0
Gm3527	0	0	0	0	0	0	0	0
Gm35271	0	0	0	0	0	0	0	0
Gm35274	0	0	0	0	0	0	0	0
Gm35279	0	0	0	0	0	0	0	0
Gm35280	0	0	0	0	0	0	0	0
Gm35281	0	0	0	0	2	0	0	0
Gm35282	0	0	0	0	0	0	0	0
Gm35284	0	0	0	0	0	0	0	0
Gm35285	3	0	0	0	0	0	0	0
Gm35287	0	0	0	0	0	0	0	0
Gm35289	0	0	0	0	0	0	0	0
Gm35290	0	0	0	0	0	0	0	0
Gm35291	0	0	0	0	0	0	0	0
Gm35294	0	0	0	0	0	0	0	0
Gm35295	0	0	0	0	0	0	0	0
Gm35297	0	0	0	0	0	0	0	0
Gm35298	0	0	0	0	0	0	0	0
Gm35299	0	0	0	0	0	0	0	0
Gm35302	0	0	0	0	0	0	0	0
Gm35303	0	0	0	0	0	0	0	0
Gm35305	0	0	0	0	0	0	0	0
Gm35307	0	0	0	0	0	0	0	0
Gm35308	0	0	0	0	0	0	0	0
Gm35309	0	0	0	0	0	0	0	0
Gm3531	33	30	64	43	31	43	56	50
Gm35311	2	2	3	3	2	0	0	0
Gm35312	91	113	72	30	33	51	120	70
Gm35314	2	0	0	0	0	0	2	0
Gm35315	107	143	133	73	153	236	121	204
Gm35317	0	0	0	0	0	0	0	0
Gm35319	0	2	3	0	0	0	9	0
Gm35321	4	0	4	13	11	6	4	10
Gm35323	0	0	0	0	0	0	0	0
Gm35325	0	0	0	0	0	0	0	0
Gm35326	2	1	9	3	1	4	2	3
Gm35330	0	1	0	0	0	0	0	0
Gm35332	0	0	0	0	0	0	0	0
Gm35333	0	0	0	0	0	0	0	0
Gm35335	0	0	0	0	0	0	0	0
Gm35337	0	0	0	0	0	0	0	0
Gm35338	8	7	7	12	11	3	16	4
Gm35339	35	28	40	36	16	6	16	4
Gm3534	3	5	6	12	3	2	4	3
Gm35340	0	0	0	0	0	0	0	0
Gm35341	0	0	0	0	0	0	0	0
Gm35342	0	0	0	0	0	0	0	0
Gm35343	7	4	10	7	4	6	2	3
Gm35344	4	1	10	0	14	3	6	7
Gm35347	0	0	7	0	0	0	1	0
Gm35350	0	0	0	0	0	0	0	0
Gm35351	0	0	0	0	0	1	0	0
Gm35352	6	0	1	0	0	0	0	0
Gm35353	1	3	0	0	0	2	1	0
Gm35355	0	0	0	0	0	0	0	0
Gm35356	0	0	0	0	0	0	0	0
Gm35358	0	0	0	0	0	0	0	0
Gm35359	0	0	0	0	0	0	0	0
Gm35360	0	0	0	0	0	0	0	0
Gm35361	0	0	0	0	0	0	0	0
Gm35362	0	0	0	0	0	0	0	0
Gm35363	0	0	0	3	0	0	0	0
Gm35364	27	20	21	22	24	15	14	11
Gm35365	1	0	0	0	0	2	1	0
Gm35367	0	0	0	0	0	1	0	0
Gm35369	0	0	0	0	0	0	0	0
Gm35371	0	0	0	0	0	0	0	0
Gm35372	5	0	2	0	0	0	2	0
Gm35374	0	0	0	0	0	0	0	0
Gm35378	4	4	7	1	4	4	5	5
Gm35379	0	0	0	0	0	0	0	0
Gm35380	0	2	1	1	3	0	0	0
Gm35381	0	0	0	0	0	0	0	0
Gm35383	0	0	0	0	0	0	0	0
Gm35384	0	0	0	0	0	0	0	0
Gm35386	0	0	0	0	0	0	0	0
Gm35388	0	0	0	0	0	0	0	0
Gm35389	0	0	0	0	0	0	0	0
Gm35391	0	0	0	0	0	0	0	0
Gm35392	0	0	0	0	0	0	0	0
Gm35393	0	0	0	0	0	0	0	0
Gm35394	0	3	0	0	0	0	0	0
Gm35395	0	0	0	0	0	0	0	0
Gm35396	0	0	0	0	0	0	0	0
Gm35397	0	0	0	0	0	0	0	0
Gm35398	0	0	0	0	0	0	0	0
Gm35399	1	2	2	1	4	1	0	1
Gm35400	0	3	0	0	0	0	0	0
Gm35402	0	1	0	4	1	0	2	0
Gm35404	0	0	0	0	0	0	0	0
Gm35405	1	4	4	7	4	0	4	0
Gm35406	0	0	0	0	0	0	0	0
Gm35407	0	0	0	0	0	0	0	0
Gm35408	0	0	0	0	0	3	0	0
Gm35409	0	0	0	0	0	0	2	0
Gm35413	0	0	0	2	0	0	0	0
Gm35415	0	0	0	0	0	2	0	0
Gm35417	1	1	5	0	4	1	4	0
Gm35419	0	0	0	0	0	0	0	0
Gm35420	0	0	0	0	0	0	0	0
Gm35422	0	0	0	0	0	0	0	0
Gm35424	0	0	0	0	0	0	0	0
Gm35425	0	0	0	0	0	0	0	0
Gm35426	0	0	0	0	0	0	0	0
Gm35427	0	0	0	0	0	0	0	0
Gm35429	0	7	4	11	0	1	0	6
Gm35430	0	0	0	0	0	0	0	0
Gm35431	0	0	0	0	0	0	0	0
Gm35433	0	0	0	0	0	0	0	0
Gm35434	0	0	0	0	0	0	0	0
Gm35437	0	0	0	0	0	0	0	0
Gm35438	7	0	0	0	0	0	0	0
Gm35439	0	0	0	0	0	0	0	0
Gm3544	1	0	0	0	0	0	0	0
Gm35440	0	0	0	0	0	0	0	0
Gm35443	0	0	0	0	0	0	0	0
Gm35444	0	0	0	0	0	0	0	0
Gm35446	0	2	1	0	0	0	0	3
Gm35449	0	0	0	0	0	0	0	0
Gm35450	0	0	0	0	0	0	0	0
Gm35454	0	0	0	3	0	0	0	0
Gm35455	0	0	0	0	4	0	0	0
Gm35456	12	5	28	26	43	19	4	12
Gm35457	255	290	113	93	91	64	133	130
Gm35458	0	0	0	0	0	0	0	0
Gm35460	0	0	0	0	0	0	0	0
Gm35463	6	8	4	2	4	2	9	0
Gm35464	0	0	0	0	0	0	0	0
Gm35465	0	1	2	0	7	2	0	0
Gm35466	16	15	12	4	10	5	1	2
Gm35467	0	0	0	0	0	0	0	0
Gm35468	0	0	0	0	0	0	0	0
Gm35469	0	0	0	0	0	0	0	0
Gm3547	0	0	0	0	0	0	0	0
Gm35470	0	0	0	0	0	0	0	0
Gm35471	0	0	0	0	0	0	0	0
Gm35472	0	0	0	0	0	0	0	0
Gm35476	2	5	10	9	4	6	2	7
Gm35477	0	0	0	0	0	0	0	0
Gm35478	3	1	0	0	0	0	0	1
Gm35479	0	0	0	0	0	0	0	0
Gm35480	0	0	0	0	0	0	0	0
Gm35481	0	0	0	0	0	0	0	0
Gm35482	0	0	0	0	0	0	0	0
Gm35484	1	0	2	1	2	1	1	5
Gm35487	0	0	0	0	0	0	0	0
Gm35488	0	0	0	0	0	0	0	0
Gm35493	0	0	0	0	0	0	0	0
Gm35496	0	0	0	0	0	0	0	0
Gm35497	1	6	12	9	9	2	10	5
Gm35498	37	32	60	53	32	38	40	39
Gm3550	51	24	76	59	19	22	45	30
Gm35500	0	0	0	0	0	0	0	0
Gm35501	0	0	0	0	0	0	0	0
Gm35502	0	0	0	0	1	0	0	0
Gm35506	0	0	0	0	0	0	0	0
Gm35507	0	0	0	0	0	0	0	0
Gm3551	1	0	0	0	0	0	4	3
Gm35510	0	0	0	0	0	0	0	0
Gm35514	0	0	0	0	0	0	0	0
Gm35515	0	0	0	0	0	0	0	0
Gm35517	0	0	0	0	0	0	0	0
Gm35520	0	0	0	0	0	0	0	0
Gm35521	0	0	0	0	0	0	0	0
Gm35522	0	0	0	0	0	0	0	0
Gm35524	0	0	0	0	0	0	0	0
Gm35525	3	0	0	0	0	0	0	0
Gm35527	0	0	0	0	0	0	0	0
Gm35528	0	0	0	0	0	0	0	0
Gm35529	0	0	0	0	0	0	1	0
Gm35531	0	1	0	0	0	1	0	0
Gm35532	0	0	0	0	0	0	0	0
Gm35533	0	0	0	0	0	0	0	0
Gm35534	27	8	6	8	31	0	13	2
Gm35535	0	0	0	0	0	0	0	0
Gm35536	0	0	0	0	0	0	0	0
Gm35537	0	0	0	0	0	0	0	0
Gm35540	0	0	0	0	0	0	2	2
Gm35541	0	0	0	0	0	0	0	0
Gm35542	0	1	0	0	1	0	0	0
Gm35543	0	0	0	0	0	0	0	0
Gm35544	0	0	0	0	0	0	0	0
Gm35545	0	0	0	0	0	0	0	0
Gm35546	0	0	0	0	0	0	0	0
Gm35548	0	0	0	0	0	0	0	0
Gm35549	1	0	1	2	0	7	0	1
Gm35550	0	0	0	0	1	0	0	0
Gm35551	387	449	551	430	390	280	580	552
Gm35552	0	0	0	0	0	0	0	0
Gm35554	0	0	0	0	0	0	0	0
Gm35558	33	55	73	89	48	57	30	35
Gm35562	0	0	0	2	5	0	0	0
Gm35565	0	0	0	0	0	0	0	0
Gm35566	147	56	77	47	98	49	60	33
Gm35567	0	0	0	0	0	0	0	0
Gm35569	0	0	0	0	0	0	0	0
Gm35570	0	0	0	0	0	0	0	0
Gm35572	0	0	1	5	1	0	0	0
Gm35574	0	0	0	0	0	0	0	0
Gm35576	0	0	0	0	0	0	0	0
Gm35578	45	64	53	46	47	39	44	50
Gm35579	0	0	0	0	0	0	0	0
Gm3558	0	0	0	1	0	0	0	2
Gm35580	0	0	0	0	0	0	0	0
Gm35581	1	0	14	0	0	1	0	0
Gm35582	11	23	11	0	5	1	15	16
Gm35584	0	3	0	0	1	0	5	0
Gm35585	2	0	1	0	2	0	13	3
Gm35586	0	0	0	0	0	0	0	0
Gm35587	12	9	4	2	14	1	5	0
Gm35588	0	0	0	0	0	0	0	0
Gm35591	47	63	38	19	15	4	7	11
Gm35592	0	0	0	0	0	0	0	0
Gm35593	0	0	0	0	0	0	0	0
Gm35595	0	0	0	0	0	0	0	0
Gm35596	0	0	0	0	0	0	0	0
Gm35597	0	3	1	0	0	0	0	0
Gm35598	0	0	0	0	0	0	0	0
Gm35599	0	0	0	0	0	0	0	0
Gm35600	0	0	0	0	0	0	0	1
Gm35601	3	13	16	0	25	17	2	5
Gm35602	4	1	0	0	0	0	1	0
Gm35606	0	0	0	0	0	0	0	0
Gm35607	0	0	1	0	0	0	0	0
Gm35608	0	0	0	0	0	0	0	0
Gm3561	11	31	20	43	12	8	13	17
Gm35610	0	0	0	1	0	0	0	0
Gm35611	1	0	0	0	2	0	0	0
Gm35612	15	5	15	11	6	13	7	21
Gm35614	0	0	0	0	1	0	0	0
Gm35615	0	0	0	0	0	0	0	0
Gm35618	0	0	0	0	0	0	0	0
Gm35619	0	0	0	0	0	0	0	0
Gm35620	0	0	0	0	0	0	0	0
Gm35621	0	4	0	0	0	0	0	0
Gm35623	0	0	0	0	0	0	0	0
Gm35624	0	0	2	0	1	0	0	0
Gm35625	0	0	0	0	0	0	0	0
Gm35626	7	11	18	2	4	1	4	2
Gm35627	0	0	0	0	0	0	0	0
Gm35628	0	0	0	0	0	0	0	0
Gm35629	0	0	0	0	0	0	0	0
Gm3563	0	0	0	0	0	0	0	0
Gm35630	0	0	0	0	0	0	0	0
Gm35631	0	0	0	0	0	0	0	0
Gm35632	0	0	0	0	0	0	0	0
Gm35634	0	0	0	0	0	0	0	0
Gm35636	16	11	11	3	4	0	8	4
Gm35638	7	9	4	10	10	10	7	14
Gm35639	0	2	0	0	0	0	0	0
Gm35644	0	0	0	0	0	0	0	0
Gm35648	5	5	7	0	0	0	3	0
Gm35649	0	0	0	0	0	0	0	0
Gm3565	1	0	3	1	2	0	0	1
Gm35650	0	0	0	0	0	0	0	0
Gm35652	0	0	0	0	0	0	0	0
Gm35655	0	0	0	0	0	0	0	0
Gm35657	0	9	1	0	0	0	0	0
Gm35658	0	0	0	0	0	0	0	0
Gm35664	0	0	0	0	0	0	0	0
Gm35665	0	0	0	0	0	0	0	0
Gm35666	3	3	1	0	0	0	0	1
Gm35667	0	0	0	0	0	0	0	0
Gm35671	0	0	0	0	0	0	0	0
Gm35674	0	0	0	0	0	0	0	0
Gm35676	0	0	0	0	0	0	0	0
Gm35677	12	15	14	13	14	8	10	13
Gm35678	0	2	2	0	0	0	0	0
Gm35679	0	0	0	0	5	0	0	0
Gm35680	0	0	0	0	0	0	0	0
Gm35681	0	0	0	0	0	0	0	0
Gm35682	0	0	0	0	0	0	0	0
Gm35685	0	0	0	0	0	0	0	0
Gm35686	0	0	0	0	0	0	0	0
Gm35687	0	0	0	0	0	0	0	0
Gm35688	0	0	0	0	0	0	0	0
Gm35689	0	0	0	0	0	0	0	0
Gm35690	0	0	0	0	0	0	0	0
Gm35691	3	2	0	1	3	1	4	4
Gm35692	0	0	0	0	0	0	0	0
Gm35693	5	5	10	0	5	2	0	0
Gm35695	0	0	0	0	0	0	0	0
Gm35696	0	0	0	4	2	3	0	0
Gm35697	0	0	0	0	0	0	0	0
Gm35698	0	2	3	0	0	0	0	0
Gm35699	0	0	0	0	0	0	0	0
Gm35700	0	0	0	0	0	0	0	0
Gm35701	0	0	0	0	0	0	0	0
Gm35702	0	0	0	0	0	0	0	0
Gm35703	0	0	0	0	0	0	0	0
Gm35704	0	0	0	0	0	0	0	0
Gm35706	0	0	0	0	0	0	0	0
Gm35707	0	0	0	0	0	0	0	0
Gm3571	3	1	2	6	1	0	5	4
Gm35710	0	0	0	0	0	0	0	0
Gm35711	0	0	0	0	0	0	0	0
Gm35712	1	0	0	1	1	1	3	1
Gm35713	0	0	0	0	0	0	0	0
Gm35714	22	6	9	2	0	1	14	0
Gm35715	27	5	18	17	18	2	27	14
Gm35718	1	0	0	0	1	0	0	0
Gm35719	0	0	0	0	0	0	0	0
Gm35720	0	0	0	0	0	0	0	0
Gm35721	0	0	0	0	0	0	0	0
Gm35722	0	2	0	1	2	0	0	1
Gm35723	0	0	0	0	0	0	0	0
Gm35724	0	0	0	0	0	0	0	0
Gm35725	0	0	0	0	0	0	0	0
Gm35726	0	0	0	0	0	0	0	0
Gm35727	0	0	0	0	0	0	0	0
Gm35730	188	135	186	94	203	142	137	81
Gm35732	20	20	7	1	7	1	2	0
Gm35733	0	0	0	0	0	0	0	0
Gm35735	0	0	0	0	0	0	0	0
Gm35739	0	0	0	0	0	0	0	0
Gm35740	0	0	0	0	0	0	0	0
Gm35741	0	0	0	0	0	0	0	0
Gm35742	0	0	0	0	0	0	0	0
Gm35745	0	0	4	0	0	1	0	0
Gm35746	0	0	2	0	2	3	0	0
Gm35748	0	0	0	0	0	0	0	0
Gm35750	0	0	0	0	0	0	0	0
Gm35751	0	0	0	0	0	0	0	0
Gm35752	0	0	0	0	0	0	0	0
Gm35755	0	0	0	0	0	0	0	0
Gm35756	0	0	0	0	0	0	0	0
Gm35760	0	0	0	0	0	0	0	0
Gm35761	0	0	0	0	0	0	0	0
Gm35762	1	0	1	0	0	0	4	2
Gm35763	0	0	0	0	0	0	0	0
Gm35765	0	0	0	0	0	0	0	0
Gm35766	0	0	0	0	0	0	0	0
Gm35768	0	0	0	0	0	0	0	0
Gm35771	0	0	0	0	0	0	0	0
Gm35772	0	0	0	0	0	0	0	0
Gm35775	0	0	0	0	0	0	0	0
Gm35778	0	0	0	0	0	0	0	0
Gm35779	0	0	0	0	0	0	0	0
Gm35781	0	1	1	2	2	5	0	1
Gm35782	2	4	1	2	3	1	5	6
Gm35785	0	0	0	0	0	0	0	0
Gm35787	0	0	0	0	0	0	0	0
Gm35790	0	0	0	0	0	0	0	0
Gm35795	4	2	2	0	0	1	1	9
Gm35797	0	0	0	0	0	0	0	0
Gm35798	0	0	0	0	0	0	0	0
Gm35801	0	0	0	0	0	0	0	0
Gm35803	0	0	0	0	0	0	0	0
Gm35807	0	0	0	0	0	0	0	0
Gm35808	2	1	0	0	0	0	0	0
Gm35809	0	0	0	0	3	2	3	0
Gm35813	0	0	0	0	0	0	0	0
Gm35814	0	0	0	0	0	0	0	0
Gm35815	0	0	0	0	0	0	0	0
Gm35816	9	11	11	9	13	8	1	10
Gm35817	0	0	0	0	0	0	0	0
Gm35818	0	0	0	0	0	0	0	0
Gm35822	0	0	0	0	0	0	0	0
Gm35823	5	4	6	4	1	0	0	0
Gm35824	1	9	7	9	0	1	4	1
Gm35827	0	0	0	0	0	0	0	0
Gm35828	0	0	0	0	0	0	0	0
Gm35829	3	6	3	0	2	0	1	2
Gm35831	0	0	0	0	0	0	0	0
Gm35833	0	0	1	3	0	0	0	0
Gm35835	0	0	0	0	0	0	0	0
Gm35837	6	6	7	0	0	3	31	21
Gm35838	2	4	7	1	0	1	3	1
Gm3584	0	0	0	0	0	0	0	0
Gm35843	0	0	0	0	0	0	0	0
Gm35844	0	0	0	0	0	0	0	0
Gm35846	0	3	0	0	0	0	0	0
Gm35850	0	0	0	0	0	0	0	0
Gm35851	2	0	0	0	0	0	0	0
Gm35853	236	274	112	79	78	123	313	198
Gm35855	0	0	0	0	0	0	0	0
Gm35856	0	0	0	0	0	0	0	0
Gm35857	14	11	29	39	19	14	21	28
Gm35860	0	0	0	0	0	0	0	0
Gm35864	0	0	0	0	0	0	0	0
Gm35865	0	0	0	0	0	2	0	0
Gm35866	0	0	0	0	0	0	0	0
Gm35867	0	0	0	0	0	0	0	0
Gm3587	0	0	0	0	0	0	0	0
Gm35874	0	0	0	0	0	0	0	0
Gm35875	0	0	0	0	0	0	0	0
Gm35876	0	0	0	0	1	0	2	0
Gm35878	0	0	0	0	0	0	0	0
Gm35880	1	0	0	1	0	1	0	0
Gm35881	0	0	0	0	0	0	0	0
Gm35882	1	0	0	0	0	0	0	0
Gm35884	0	0	0	0	0	0	0	0
Gm35886	0	0	0	0	0	0	0	0
Gm35887	0	0	0	0	0	0	0	0
Gm35888	0	0	0	0	0	0	0	0
Gm35889	0	0	0	0	0	0	0	0
Gm3589	0	0	0	0	0	0	0	0
Gm35890	0	0	0	0	0	0	0	0
Gm35891	0	2	0	1	0	0	0	0
Gm35893	0	0	0	0	0	0	0	0
Gm35894	0	0	0	0	0	0	0	0
Gm35895	0	0	0	0	0	0	0	0
Gm35899	0	0	0	0	0	0	0	0
Gm35900	0	0	0	0	0	0	0	0
Gm35906	3	9	23	15	15	10	8	9
Gm35907	4	11	2	4	1	1	1	1
Gm35908	0	0	0	0	0	0	0	0
Gm35909	0	0	0	0	0	0	0	0
Gm3591	0	0	0	0	0	0	0	0
Gm35911	18	21	30	9	27	11	27	6
Gm35912	0	0	0	0	0	0	0	0
Gm35913	0	0	0	0	0	0	0	0
Gm35917	0	0	0	0	0	0	0	0
Gm35918	0	0	0	0	0	0	0	0
Gm35919	0	0	3	0	0	0	0	0
Gm35920	0	0	0	0	0	0	0	0
Gm35922	6	20	0	4	2	14	14	8
Gm35923	0	0	0	0	0	0	0	0
Gm35925	0	0	0	0	0	0	0	0
Gm35928	0	0	0	0	0	0	0	0
Gm35929	0	0	0	0	0	0	0	0
Gm35930	0	0	0	0	0	0	0	0
Gm35932	56	52	146	84	76	80	32	62
Gm35933	0	0	0	0	0	0	0	0
Gm35934	5	1	10	4	7	0	0	2
Gm35935	0	0	0	0	0	0	0	0
Gm35936	0	0	0	0	0	0	0	0
Gm35938	0	0	0	0	0	0	0	0
Gm35939	0	0	0	0	0	0	0	0
Gm3594	0	0	0	0	0	0	0	0
Gm35940	0	0	0	0	0	0	0	0
Gm35941	0	0	0	0	1	0	0	0
Gm35946	3	0	0	0	0	0	0	0
Gm35948	0	0	0	0	0	0	0	0
Gm35953	0	0	0	0	0	0	0	0
Gm35956	0	0	1	3	4	0	10	0
Gm35957	0	0	0	0	0	0	0	0
Gm35959	10	10	0	14	4	16	3	2
Gm3596	0	0	3	2	0	0	0	0
Gm35960	0	0	0	0	0	0	0	0
Gm35961	0	0	0	0	0	0	0	0
Gm35963	0	0	0	0	0	0	0	0
Gm35966	0	0	0	0	0	0	0	0
Gm35967	0	0	0	0	0	0	0	0
Gm35970	23	31	1	0	0	7	19	9
Gm35971	0	0	0	0	0	0	0	0
Gm35972	0	0	0	0	0	0	0	0
Gm35973	16	9	3	9	5	6	3	9
Gm35974	0	0	0	0	0	0	0	0
Gm35977	0	6	9	2	2	3	0	0
Gm35978	5	2	0	9	0	0	2	0
Gm35982	0	0	0	0	0	0	0	0
Gm35983	0	0	0	0	0	0	0	0
Gm35986	7	10	13	0	1	1	3	7
Gm35988	0	0	1	0	0	0	0	0
Gm35991	0	0	0	0	0	0	0	0
Gm35992	0	0	0	0	0	0	0	0
Gm35993	0	0	0	0	0	0	0	0
Gm35994	0	0	0	0	0	0	0	0
Gm35995	0	0	0	0	0	0	0	0
Gm35996	0	0	0	2	0	0	0	0
Gm35997	0	0	0	0	2	0	0	1
Gm35998	0	0	0	0	0	0	0	0
Gm35999	0	0	0	0	0	0	0	0
Gm36000	0	0	0	0	0	0	0	0
Gm36001	0	0	0	0	0	0	0	0
Gm36002	0	0	0	0	0	0	0	0
Gm36003	8	4	13	12	12	8	7	9
Gm36004	0	0	0	0	0	0	0	0
Gm36005	0	0	0	0	0	0	0	0
Gm36006	0	0	0	0	0	0	0	0
Gm36007	0	0	0	0	0	0	0	0
Gm36008	0	0	0	0	0	0	0	0
Gm36010	0	0	0	0	1	1	0	0
Gm36011	0	0	0	0	0	0	0	0
Gm36012	11	17	11	11	6	9	24	5
Gm36013	0	0	0	0	0	0	0	3
Gm36017	0	0	0	0	0	0	0	0
Gm36019	0	0	0	0	0	0	0	0
Gm36023	0	0	0	0	0	0	0	0
Gm36024	0	0	0	0	0	0	0	0
Gm36025	0	0	0	7	0	0	0	0
Gm36026	0	0	0	0	0	0	0	0
Gm36027	24	50	32	24	41	8	43	7
Gm36028	5	8	7	0	2	12	14	3
Gm36031	0	2	0	0	0	0	0	0
Gm36032	0	0	0	0	0	0	0	0
Gm36033	5	6	3	0	1	2	0	0
Gm36034	0	0	0	0	0	0	0	0
Gm36035	0	0	0	0	0	0	0	0
Gm36036	0	0	0	0	0	0	0	0
Gm36037	0	0	5	0	0	0	0	0
Gm36038	0	0	0	0	0	0	0	0
Gm3604	141	194	328	120	221	220	333	373
Gm36040	0	0	0	0	0	0	0	0
Gm36041	0	0	0	0	0	0	0	0
Gm36043	55	62	54	32	29	16	42	7
Gm36044	0	0	0	0	0	0	0	0
Gm36046	0	0	0	1	0	0	0	0
Gm36048	19	4	11	21	21	5	10	6
Gm36049	0	0	0	0	0	0	0	0
Gm3605	0	0	0	0	0	0	0	0
Gm36055	0	0	0	0	0	0	0	0
Gm36056	0	0	0	0	0	0	0	0
Gm36059	0	0	0	0	0	0	0	0
Gm36060	0	0	0	0	0	0	0	0
Gm36062	0	0	0	0	0	0	0	0
Gm36063	0	0	0	0	2	0	0	0
Gm36065	0	0	0	0	0	0	0	0
Gm36066	0	0	0	0	0	0	0	0
Gm36069	0	0	0	0	0	0	0	0
Gm36071	0	0	0	0	0	0	0	0
Gm36073	0	0	0	0	0	0	0	0
Gm36074	0	0	0	0	0	0	0	0
Gm36076	0	0	0	0	0	0	0	0
Gm36077	1	0	0	0	0	0	1	0
Gm36079	0	1	0	0	0	0	0	0
Gm3608	14	7	17	16	16	7	18	26
Gm36082	0	0	0	0	0	0	0	0
Gm36084	0	0	0	0	0	0	0	0
Gm36086	0	0	0	0	0	0	0	0
Gm36088	0	0	0	0	0	0	0	0
Gm36089	0	0	0	0	0	0	0	0
Gm36090	0	1	5	4	4	4	1	0
Gm36092	0	0	0	0	0	0	0	0
Gm36096	1	0	0	0	0	0	0	0
Gm36097	0	0	0	0	0	0	0	0
Gm36099	0	0	0	0	0	0	0	0
Gm36101	0	0	0	0	0	0	0	0
Gm36102	0	0	0	0	0	0	0	0
Gm36107	0	0	2	0	1	0	0	2
Gm36109	27	28	35	28	39	18	33	18
Gm36111	0	2	0	0	1	1	0	0
Gm36112	0	0	0	0	0	1	0	0
Gm36113	0	0	0	0	0	0	0	0
Gm36116	0	0	1	0	6	0	0	0
Gm36117	36	51	25	40	14	27	16	20
Gm36118	3	10	1	2	0	3	0	1
Gm36120	0	0	0	0	0	0	0	0
Gm36122	0	0	0	0	0	0	0	0
Gm36123	0	0	0	0	0	0	0	0
Gm36124	0	0	0	0	0	0	0	0
Gm36126	0	0	0	0	0	0	0	0
Gm36127	0	0	0	0	0	0	0	0
Gm36128	0	0	0	0	0	0	0	0
Gm36129	0	0	0	0	0	0	0	1
Gm36130	0	0	0	0	0	0	0	0
Gm36131	1	7	1	0	4	0	0	0
Gm36132	4	8	0	0	0	1	1	0
Gm36134	0	0	0	0	0	0	0	0
Gm36136	0	0	0	0	0	0	0	0
Gm36139	0	0	0	1	0	0	0	1
Gm36140	0	0	0	0	0	0	0	0
Gm36141	0	0	0	0	0	0	0	0
Gm36144	0	0	0	0	0	0	0	0
Gm36146	0	0	0	0	0	0	0	0
Gm36147	0	0	0	0	0	0	0	0
Gm36148	0	0	0	0	0	0	0	0
Gm36149	0	0	0	0	0	0	0	0
Gm36150	0	0	0	0	0	0	0	0
Gm36152	0	0	0	0	0	0	0	0
Gm36153	0	0	0	0	0	0	0	0
Gm36154	0	0	0	0	0	0	0	0
Gm36156	0	0	0	0	0	0	0	0
Gm36157	0	0	0	0	0	0	0	0
Gm36158	0	0	0	0	0	0	0	0
Gm36159	0	0	0	0	0	0	0	0
Gm3616	0	0	0	0	0	0	0	0
Gm36161	0	0	1	0	1	0	0	0
Gm36163	1	1	8	1	2	0	1	0
Gm36164	0	0	0	0	0	0	0	0
Gm36165	0	0	0	0	0	0	0	0
Gm36166	5	27	14	5	15	9	13	11
Gm36167	0	0	0	0	0	0	0	1
Gm36168	0	0	0	0	0	0	0	0
Gm36169	3	0	0	0	0	0	0	0
Gm3617	0	0	3	0	2	0	0	0
Gm36170	0	0	0	0	0	1	0	0
Gm36171	0	0	0	0	0	0	0	0
Gm36172	0	4	3	0	1	0	5	0
Gm36173	0	2	0	0	0	2	0	0
Gm36174	0	0	0	0	0	0	0	0
Gm36175	0	0	0	0	0	0	0	0
Gm36176	0	0	0	0	0	0	0	0
Gm36177	0	0	0	0	0	0	0	0
Gm36180	0	0	1	0	0	2	0	4
Gm36181	0	0	0	0	0	19	0	1
Gm36182	0	0	0	0	0	0	0	0
Gm36183	0	0	0	0	0	0	0	0
Gm36184	0	0	0	0	0	0	0	0
Gm36185	2	0	1	0	2	4	8	0
Gm36187	0	0	0	0	0	0	0	0
Gm36188	0	0	0	0	0	0	0	0
Gm3619	0	0	0	0	0	0	0	0
Gm36190	0	0	0	0	0	0	0	0
Gm36193	1	0	3	40	0	2	3	3
Gm36194	0	0	0	0	0	0	0	0
Gm36195	13	12	3	4	7	2	0	0
Gm36196	0	0	0	0	0	0	0	0
Gm36198	5	8	8	14	4	9	1	2
Gm36199	0	0	0	0	0	0	0	0
Gm362	0	0	0	0	0	0	0	0
Gm36201	0	6	0	0	3	5	0	0
Gm36203	0	0	10	0	0	0	0	0
Gm36208	26	33	28	22	18	25	35	41
Gm36209	0	0	0	0	0	0	0	0
Gm36210	0	0	0	0	0	1	0	0
Gm36212	0	0	0	0	0	0	0	0
Gm36213	0	0	0	0	0	1	0	0
Gm36215	0	0	0	0	0	0	0	0
Gm36216	0	0	0	0	0	0	0	0
Gm36218	0	0	0	0	0	0	0	0
Gm36219	0	0	0	0	0	0	0	0
Gm36220	127	101	229	250	152	134	117	172
Gm36221	5	1	1	1	0	1	1	0
Gm36222	0	0	0	0	0	0	0	0
Gm36223	0	1	0	0	0	2	8	4
Gm36224	0	0	0	0	0	0	0	0
Gm36225	0	0	0	0	0	0	0	0
Gm36226	0	0	0	0	0	0	0	0
Gm36227	1	0	0	0	0	0	0	0
Gm36228	0	0	0	0	0	2	0	0
Gm36229	0	0	0	0	0	0	0	0
Gm3623	0	0	0	0	0	0	0	0
Gm36231	0	0	0	0	0	0	0	0
Gm36232	0	0	0	0	0	0	0	0
